OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
558,200710,9/29/2014,95 SAGAMORE AVENUE,PRIVATE, , ,Prunus serrulata,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus serrulata,Non Native,0, , ,95 Sagamore Ave,95, ,SAGAMORE,AVENUE,92014, , ,0,0,0, , , ,0,0,Japanese Cherry,1009,1,0,0,0,1,BY,SFR-D,No,2,Fair, , JAJHK,6.8,32,0,0,17,20,6/27/2024 14:07,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238523.5247,906136.3524
569,200709,10/3/2014,133 PRESCOTT AVENUE,PRIVATE, , ,Prunus cerasifera,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,133 Prescott Ave,133, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Cherry Plum,1031,1,0,0,0,1,FY,SFR-D,No,1,Good, , TH AC QCM ,7.4,22,0,0,17,21,6/25/2024 18:37,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238727.1341,905947.837
570,200133,10/3/2014,133 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,133 Prescott Ave,133, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,American Hornbeam,1032,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 18:42,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238714.7423,905935.6747
571,201146,10/3/2014,133 PRESCOTT AVENUE,PRIVATE, , ,Nyssa sylvatica,FALL,2014,CHELSEA,Nyssaceae,Nyssa,Deciduous,Broadleaf,Nyssa sylvatica,Native,0, , ,133 Prescott Ave,133, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Black Tupelo,1033,1,0,0,0,1,FY,SFR-D,No,1,Good, , TH AC QCM ,3.4,54,0,0,16.5,16,6/25/2024 18:40,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238721.5119,905942.5591
572,200984,10/22/2014,37 COLUMBUS STREET,PRIVATE, , ,Cornus kousa,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus kousa,Non Native,0, , ,37 Columbus St,37, ,COLUMBUS,STREET,102014, , ,0,0,0, , , ,0,0,Kousa Dogwood,1034,1,0,0,0,1,FY,SFR-D, , , , , ACANML,0,0,0,0,0,0,6/24/2024 15:01,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238678.974,906831.7557
573,200650,10/22/2014,37 COLUMBUS STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,37 Columbus St,37, ,COLUMBUS,STREET,102014, , ,0,0,0, , , ,0,0,Freeman Maple,1035,1,0,0,0,1,BY,SFR-D, ,1,Good, , AN AC ML,0,0,0,0,0,0,6/24/2024 15:00,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238683.6904,906853.8282
574,200430,10/24/2014,473 WASHINGTON AVENUE,PRIVATE, , ,Prunus subhirtella 'Autumnalis',FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus subhirtella,Non Native,0, , ,473 Washington Ave,473, ,WASHINGTON,AVENUE,102014, , ,0,0,0, , , ,0,0,Higan Cherry,1036,1,0,0,0,1,FY,SFR-D,Yes,2,Good, , JAJRK,4.7,24,0,0,14,13,6/26/2024 19:14,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238581.1786,906360.2901
575,200438,10/24/2014,473 WASHINGTON AVENUE,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,473 Washington Ave,473, ,WASHINGTON,AVENUE,102014, , ,0,0,0, , , ,0,0,Blue Spruce,1037,1,0,0,0,1,BY,SFR-D, , , , , JAJRK,0,0,0,0,0,0,6/26/2024 19:23,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238617.3986,906337.3097
576,201031,10/24/2014,473 WASHINGTON AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,473 Washington Ave,473, ,WASHINGTON,AVENUE,102014, , ,0,0,0, , , ,0,0,American Hornbeam,1038,1,0,0,0,1,BY,SFR-D, , , , , JAJRK,0,0,0,0,0,0,6/26/2024 19:23,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238612.2919,906341.7545
577,200867,10/24/2014,473 WASHINGTON AVENUE,PRIVATE, , ,Acer saccharum,FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer saccharum,Native,0, , ,473 Washington Ave,473, ,WASHINGTON,AVENUE,102014, , ,0,0,0, , , ,0,0,Sugar Maple,1039,1,0,0,0,1,BY,SFR-D, , , , , JAJRK,0,0,0,0,0,0,6/26/2024 19:22,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238611.4408,906335.04
578,200841,10/24/2014,473 WASHINGTON AVENUE,PRIVATE, , ,Nyssa sylvatica,FALL,2014,CHELSEA,Nyssaceae,Nyssa,Deciduous,Broadleaf,Nyssa sylvatica,Native,0, , ,473 Washington Ave,473, ,WASHINGTON,AVENUE,102014, , ,0,0,0, , , ,0,0,Black Tupelo,1040,1,0,0,0,1,BY,SFR-D, , , , , JAJRK,0,0,0,0,0,0,6/26/2024 19:21,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238610.9679,906330.9736
580,201005,10/7/2014,197 ORANGE STREET,PRIVATE, , ,Cornus x rutgersensis,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,197 Orange St,197, ,ORANGE,STREET,102014, , ,0,0,0, , , ,0,0,Rutgers Hybrid Dogwood,1043,1,0,0,0,1,BY,SFR-D, , , , , AN JHK QCM ,0,0,0,0,0,0,6/26/2024 15:03,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238066.5041,905840.1022
581,200010,10/7/2014,197 ORANGE STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,197 Orange St,197, ,ORANGE,STREET,102014, , ,0,0,0, , , ,0,0,American Hornbeam,1044,1,0,0,0,1,BY,SFR-D,Yes,1,Good, , AN JHK QCM ,2.5,16,0,0,10,15.5,6/26/2024 15:04,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238062.4162,905844.1901
589,200686,10/16/2014,93 JEFFERSON AVENUE,PRIVATE, , ,Syringa reticulata,FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,93 Jefferson Ave,93, ,JEFFERSON,AVENUE,102014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1059,1,0,0,0,1,FY,SFR-D,No,1,Good, , TH AC QCM ,3.1,36,0,0,7.5,5.5,6/25/2024 18:31,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238742.4524,905993.4219
590,200777,10/16/2014,148 GROVE STREET,PRIVATE, , ,Magnolia x loebneri 'Leonard Messel',FALL,2014,CHELSEA,Magnoliaceae,Magnolia,Deciduous,Broadleaf,Magnolia x loebneri,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,102014, , ,0,0,0, , , ,0,0,Loebner Magnolia,1060,1,0,0,0,1,FY,SFR-D,Yes,1,Good, , TH ML EGB,0.5,20,0.5,20,6,5.5,6/26/2024 14:40,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238961.914,904673.9693
591,200694,9/25/2014,148 GROVE STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,Freeman Maple,1061,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH ML EGB,3,54,0,0,24,6,6/26/2024 14:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238978.1483,904677.425
592,200523,9/25/2014,148 GROVE STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,Freeman Maple,1062,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH ML EGB,2,40,0,0,18.2,4.5,6/26/2024 14:43,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238977.3078,904674.2313
593,200696,9/18/2014,148 GROVE STREET,PRIVATE, , ,Amelanchier arborea,FALL,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier arborea,Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,Downy Serviceberry,1063,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH ML EGB,1.7,26,1,26,9,8,6/26/2024 14:44,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238977.7,904675.8001
594,200187,10/15/2014,148 GROVE STREET,PRIVATE, , ,Liriodendron tulipifera,FALL,2014,CHELSEA,Magnoliaceae,Liriodendron,Deciduous,Broadleaf,Liriodendron tulipifera,Native,0, , ,148 Grove St,148, ,GROVE,STREET,102014, , ,0,0,0, , , ,0,0,Tulip Tree,1064,1,0,0,0,1,BY,SFR-D,Yes,1,Good, , TH ML EGB,6.4,54,0,0,29.4,20.5,6/26/2024 14:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238979.7945,904710.4187
595,200782,9/25/2014,148 GROVE STREET,PRIVATE, , ,"Fagus sylvatica 'Dawyck' ('Dawyckii', 'Fastigiata')",FALL,2014,CHELSEA,Fagaceae,Fagus,Deciduous,Broadleaf,Fagus sylvatica,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,European Beech,1065,1,0,0,0,1,BY,SFR-D, , , , , TH ML EGB,0,0,0,0,0,0,6/26/2024 14:49,Standing Dead,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238985.5326,904706.9411
596,201011,9/25/2014,148 GROVE STREET,PRIVATE, , ,"Fagus sylvatica 'Dawyck' ('Dawyckii', 'Fastigiata')",FALL,2014,CHELSEA,Fagaceae,Fagus,Deciduous,Broadleaf,Fagus sylvatica,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,European Beech,1066,1,0,0,0,1,BY,SFR-D,No,2,Good, , TH ML EGB,2.6,38,0,0,17.2,8,6/26/2024 14:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238985.0979,904704.7675
597,200562,9/25/2014,148 GROVE STREET,PRIVATE, , ,Carpinus betulus,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,European Hornbeam,1067,1,0,0,0,1,SY,SFR-D, , , , , EGB TH ML,0,0,0,0,0,0,6/26/2024 14:48,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238984.0546,904699.2901
598,200952,9/25/2014,148 GROVE STREET,PRIVATE, , ,Carpinus betulus,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus betulus,Non Native,0, , ,148 Grove St,148, ,GROVE,STREET,92014, , ,0,0,0, , , ,0,0,European Hornbeam,1068,1,0,0,0,1,BY,SFR-D, , , , , TH ML EGB,0,0,0,0,0,0,6/26/2024 14:47,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238983.3591,904697.1166
599,201253,10/17/2014,18 FRANKLIN STREET,PRIVATE, , ,Prunus cerasifera,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,18 Franklin St,18, ,FRANKLIN,STREET,102014, , ,0,0,0, , , ,0,0,Cherry Plum,1075,1,0,0,0,1,BY,SFR-D, , , , , KS EGB AN,0,0,0,0,0,0,6/25/2024 17:43,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238161.6005,906260.599
600,201106,10/17/2014,18 FRANKLIN STREET,PRIVATE, , ,Picea omorika,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea omorika,Non Native,0, , ,18 Franklin St,18, ,FRANKLIN,STREET,102014, , ,0,0,0, , , ,0,0,Serbian Spruce,1076,1,0,0,0,1,BY,SFR-D, , , , , AN EGB KA,0,0,0,0,0,0,6/25/2024 17:44,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238151.0625,906252.2127
601,200873,10/17/2014,18 FRANKLIN STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,18 Franklin St,18, ,FRANKLIN,STREET,102014, , ,0,0,0, , , ,0,0,American Hornbeam,1077,1,0,0,0,1,SY,SFR-D, , , , , KSANEGB,0,0,0,0,0,0,6/25/2024 17:44,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238159.504,906250.3368
602,200527,11/14/2014,56 COUNTY ROAD,PRIVATE, , ,Prunus sargentii,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus sargentii,Non Native,0, , ,56 County Rd,56, ,COUNTY,ROAD,112014, , ,0,0,0, , , ,0,0,Sargent Cherry,1087,1,0,0,0,1,BY,SFR-D, , , , , AN JHK QCM ,0,0,0,0,0,0,6/26/2024 14:14,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,237922.2917,905876.0801
603,200678,9/12/2014,82 BLOOMINGDALE STREET,PRIVATE, , ,Prunus cerasifera,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,82 Bloomingdale St,82, ,BLOOMINGDALE,STREET,92014, , ,0,0,0, , , ,0,0,Cherry Plum,1088,1,0,0,0,1,BY,SFR-D,No,1,Good, , AN JHK QCM,3.1,54,0,0,17,16.5,6/26/2024 18:43,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238352.8836,905551.7396
604,200761,9/12/2014,82 BLOOMINGDALE STREET,PRIVATE, , ,Cercidiphyllum japonicum,FALL,2014,CHELSEA,Cercidiphyllaceae,Cercidiphyllum,Deciduous,Broadleaf,Cercidiphyllum japonicum,Non Native,0, , ,82 Bloomingdale St,82, ,BLOOMINGDALE,STREET,92014, , ,0,0,0, , , ,0,0,Katsura Tree,1089,1,0,0,0,1,BY,SFR-D,No,1,Fair, , AN JHK QCM,3.6,54,0,0,20,8,6/26/2024 18:37,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238356.4962,905555.4203
605,200717,9/12/2014,82 BLOOMINGDALE STREET,PRIVATE, , ,Prunus serrulata 'Kwanzan',FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus serrulata,Non Native,0, , ,82 Bloomingdale St,82, ,BLOOMINGDALE,STREET,92014, , ,0,0,0, , , ,0,0,Japanese Cherry,1090,1,0,0,0,1,BY,SFR-D,No,3,Fair, , AN JHK QCM,7.2,36,0,0,18,15,6/26/2024 18:32,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238369.3786,905553.9208
606,200593,9/22/2014,82 BLOOMINGDALE STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,82 Bloomingdale St,82, ,BLOOMINGDALE,STREET,92014, , ,0,0,0, , , ,0,0,American Hornbeam,1091,1,0,0,0,1,BY,SFR-D,No,2,Good, , AN JHK QCM,2.7,54,0,0,15,13,6/26/2024 18:35,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238360.3814,905546.9684
607,200664,9/22/2014,82 BLOOMINGDALE STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,82 Bloomingdale St,82, ,BLOOMINGDALE,STREET,92014, , ,0,0,0, , , ,0,0,American Hornbeam,1092,1,0,0,0,1,BY,SFR-D,No,1,Good, , AN JHK QCM,2.1,54,0,0,15,9,6/26/2024 18:40,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238358.4047,905545.2643
608,200805,10/8/2014,118 SPRINGVALE AVENUE,PRIVATE, , ,Betula nigra,FALL,2014,CHELSEA,Betulaceae,Betula,Deciduous,Broadleaf,Betula nigra,Native,0, , ,118 Springvale Ave,118, ,SPRINGVALE,AVENUE,102014, , ,0,0,0, , , ,0,0,River Birch,1098,1,0,0,0,1,BY,SFR-D,Yes,1,Fair," Lots of codominant stems, some have broken", AN ML,5.7,54,5.1,54,29,29,6/24/2024 19:30,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238367.9969,906757.308
609,200706,10/8/2014,118 SPRINGVALE AVENUE,PRIVATE, , ,Malus spp.,FALL,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,118 Springvale Ave,118, ,SPRINGVALE,AVENUE,102014, , ,0,0,0, , , ,0,0,Apple,1099,1,0,0,0,1,BY,SFR-D,No,3,Fair, , JAJHK,1.7,33,0,0,8,6,6/28/2024 13:35,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238362.4829,906758.7623
610,201266,11/3/2014,46 GILLOOLY ROAD,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,46 Gillooly Rd,46, ,GILLOOLY,ROAD,112014, , ,0,0,0, , , ,0,0,American Hornbeam,1100,1,0,0,0,1,SY,SFR-D, , , , Owner did not want us to measure on the property. Could see they were alive,ACAC,0,0,0,0,0,0,6/26/2024 15:18,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239290.3586,905781.7902
611,200157,11/3/2014,46 GILLOOLY ROAD,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,46 Gillooly Rd,46, ,GILLOOLY,ROAD,112014, , ,0,0,0, , , ,0,0,Blue Spruce,1101,1,0,0,0,1,SY,SFR-D, , , ,  Owner did not want us to measure on the property. Could see they were alive, ACAC,0,0,0,0,0,0,6/26/2024 15:19,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239284.2794,905775.4646
612,200751,11/3/2014,46 GILLOOLY ROAD,PRIVATE, , ,Amelanchier spp.,FALL,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,46 Gillooly Rd,46, ,GILLOOLY,ROAD,112014, , ,0,0,0, , , ,0,0,Serviceberry,1102,1,0,0,0,1,SY,SFR-D, , , ,  Owner did not want us to measure on the property. Could see they were alive, ACAC,0,0,0,0,0,0,6/26/2024 15:20,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239279.4325,905779.4078
613,201058,11/3/2014,46 GILLOOLY ROAD,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,46 Gillooly Rd,46, ,GILLOOLY,ROAD,112014, , ,0,0,0, , , ,0,0,American Hornbeam,1103,1,0,0,0,1,BY,SFR-D, , , , , ACAC,0,0,0,0,0,0,6/26/2024 15:20,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239275.6536,905782.5296
614,201285,10/31/2014,20 HANCOCK STREET,PRIVATE, , ,Syringa reticulata,FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,20 Hancock St,20, ,HANCOCK,STREET,102014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1109,1,0,0,0,1,BY,SFR-D, , , , , AN EGB KS,0,0,0,0,0,0,6/25/2024 18:42,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238176.6895,906170.2759
615,200798,11/4/2014,CLARK AVENUE,PRIVATE, , ,Cercis canadensis,FALL,2014,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Native,0, , ,75-77 Clark Ave,0, ,CLARK,AVENUE,112014, , ,0,0,0, , , ,0,0,Eastern Redbud,1110,1,0,0,0,1,FY,SFR-D,No,1,Good, , MLAOCJHK,5.4,54,0,0,11,16,6/25/2024 19:17,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238990.739,905376.3482
616,200742,11/4/2014,CLARK AVENUE,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,75-77 Clark Ave,0, ,CLARK,AVENUE,112014, , ,0,0,0, , , ,0,0,Blue Spruce,1111,1,0,0,0,1,FY,SFR-D,No,1,Good," Estimated DBH, could not access trunk", MLAOCJHK,5,54,0,0,13,9.25,6/25/2024 19:19,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238988.2635,905374.4552
617,201167,11/5/2014,45 NICHOLS STREET,PRIVATE, , ,Ginkgo biloba,FALL,2014,CHELSEA,Ginkgoaceae,Ginkgo,Deciduous,Broadleaf,Ginkgo biloba,Non Native,0, , ,45 Nichols St,45, ,NICHOLS,STREET,112014, , ,0,0,0, , , ,0,0,Ginkgo,1115,1,0,0,0,1,FY,SFR-D,No,2,Good, , KS EGB AN,1,33,0,0,7,4,6/25/2024 17:51,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238131.7828,906291.9535
618,201007,11/5/2014,45 NICHOLS STREET,PRIVATE, , ,Betula nigra,FALL,2014,CHELSEA,Betulaceae,Betula,Deciduous,Broadleaf,Betula nigra,Native,0, , ,45 Nichols St,45, ,NICHOLS,STREET,112014, , ,0,0,0, , , ,0,0,River Birch,1116,1,0,0,0,1,FY,SFR-D,No,1,Good, , KS EGB AN,6.3,54,0,0,35,32.5,6/25/2024 17:53,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238121.9785,906295.8928
619,201141,11/5/2014,45 NICHOLS STREET,PRIVATE, , ,Amelanchier spp.,FALL,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,45 Nichols St,45, ,NICHOLS,STREET,112014, , ,0,0,0, , , ,0,0,Serviceberry,1117,1,0,0,0,1,FY,SFR-D,Yes,1,Good, , KS EGB AN,1.8,54,0,0,15,11,6/25/2024 17:54,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238126.7931,906303.1585
620,200003,11/19/2014,32 WILLARD STREET,PRIVATE, , ,Syringa reticulata,FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,32 Willard St,32, ,WILLARD,STREET,112014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,1123,1,0,0,0,1,FY,SFR-D,Yes,1,Good, , MLAOCJHK,1.9,54,0,0,8.5,4.5,6/25/2024 19:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239070.6051,905563.5956
639,200377,10/1/2014,69 MADISON AVENUE,PRIVATE, , ,Gleditsia triacanthos,FALL,2014,CHELSEA,Fabaceae,Gleditsia,Deciduous,Broadleaf,Gleditsia triacanthos,Nativar,0, , ,69 Madison Ave,69, ,MADISON,AVENUE,102014, , ,0,0,0, , , ,0,0,Honeylocust,1170,1,0,0,0,1,BY,SFR-D,Yes,1,Good, , AN KC,8.6,44,0,0,30,40,6/27/2024 13:59,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238339.9635,906902.9957
642,200520,10/7/2014,105 SPRINGVALE AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,105 Springvale Ave,105, ,SPRINGVALE,AVENUE,102014, , ,0,0,0, , , ,0,0,American Hornbeam,1173,1,0,0,0,1,FY,SFR-D, , , , ,  ML AN,0,0,0,0,0,0,6/24/2024 19:31,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238382.586,906695.3614
644,201286,10/14/2014,32 MADISON AVENUE,PRIVATE, , ,Acer saccharum,FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer saccharum,Native,0, , ,32 Madison Ave,32, ,MADISON,AVENUE,102014, , ,0,0,0, , , ,0,0,Sugar Maple,1180,1,0,0,0,1,BY,SFR-D, , , , ,  ML AN,0,0,0,0,0,0,6/24/2024 18:24,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238376.154,906794.7972
645,200693,10/14/2014,32 MADISON AVENUE,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,32 Madison Ave,32, ,MADISON,AVENUE,102014, , ,0,0,0, , , ,0,0,Blue Spruce,1181,1,0,0,0,1,BY,SFR-D, , , , , AN ML,0,0,0,0,0,0,6/24/2024 18:25,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238388.7346,906784.5553
